"License.Serial.Number","License.Type.Name","License.Class.Code","License.Type.Code","Agency.Zone.Office.Name","Agency.Zone.Office.Number","County.Name..Licensee.","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","License.Certificate.Number","License.Original.Issue.Date","License.Effective.Date","License.Expiration.Date","Latitude","Longitude","Location"
1196543,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","THE FIVE AMIGOS INC","AMOR CUBANO","2018 3RD AVE","","NEW YORK","NY",10029,853550,"10/26/2007","10/01/2015","09/30/2017",40.79476031,-73.94241807,"(40.79476031, -73.94241807)"
1274114,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","HTL GREENPOINT LLC","THE MOONLIGHT MILE","200 FRANKLIN ST","UNIT C1","BROOKLYN","NY",11222,810442,"02/19/2014","02/19/2014","01/31/2016",40.7323111,-73.95798573,"(40.7323111, -73.95798573)"
1274112,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","L'UNIQUE LTD","","1773 NOSTRAND AVE","","BROOKLYN","NY",11226,851618,"12/17/2013","08/14/2015","07/31/2017",40.64257881,-73.94869792,"(40.64257881, -73.94869792)"
1150887,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","JPDT REST INC","HK'S CHELSEA GRILL","675B 9TH AVE","46TH & 47TH STREETS","NEW YORK","NY",10036,839295,"10/19/2004","10/08/2014","09/30/2016",40.7614528,-73.9905078,"(40.7614528, -73.9905078)"
1274102,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","1600 AMSTERDAM AVENUE CORP","COCCOLA","1588 1600 AMSTERDAM AVE","","NEW YORK","NY",10031,810284,"01/10/2014","01/10/2014","12/31/2015",40.82146241,-73.95036378,"(40.82146241, -73.95036378)"
1250578,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SHP ENTERPRISES INC","ENVY NEW YORK","220 E 53RD STREET  2ND FLOOR","","NEW YORK","NY",10022,844496,"02/04/2011","02/12/2015","01/31/2017",40.75743375,-73.9689261,"(40.75743375, -73.9689261)"
1249625,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","420 EAST 59TH REST LLC","MORSO","420 E 59TH STREET","","NEW YORK","NY",10022,851872,"09/14/2011","09/01/2015","08/31/2017",40.75920763,-73.96116905,"(40.75920763, -73.96116905)"
1249629,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"RICHMOND","EL PARAISO LOUNGE INC","EL PARAISO LOUNGE INC","236 PORT RICHMOND AVENUE","","STATEN ISLAND","NY",10302,843752,"02/16/2011","02/01/2015","01/31/2017",40.63580607,-74.13499989,"(40.63580607, -74.13499989)"
1249632,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SAH ALE HOUSE INC","NELLY SPILLANE'S","18 E 33RD STREET","","NEW YORK","NY",10016,843432,"02/09/2011","02/01/2015","01/31/2017",40.74731483,-73.98409675,"(40.74731483, -73.98409675)"
1249643,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","ABEL GONZALEZ","MI CASITA","264 SOUNDVIEW AVE","","BRONX","NY",10473,844844,"03/09/2011","03/01/2015","02/28/2017",40.81073992,-73.85563505,"(40.81073992, -73.85563505)"
1108408,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","COBRA CATERERS INC","HUDSON HOUND","575 HUDSON STREET","","NEW YORK","NY",10014,832121,"08/18/2015","08/18/2015","07/31/2016",40.73614642,-74.00597491,"(40.73614642, -74.00597491)"
1274051,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","PYRAMIDS HOOKAH AND BAR LLC","","40-19 BELL BLVD","","BAYSIDE","NY",11361,810940,"05/22/2014","05/22/2014","04/30/2016",40.76370197,-73.77086658,"(40.76370197, -73.77086658)"
1274024,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","HOFSTEE LLC","THE BEAST NEXT DOOR","42-51 27TH ST","","LONG ISLAND CITY","NY",11101,830674,"10/28/2014","10/28/2014","09/30/2016",40.74889754,-73.94084874,"(40.74889754, -73.94084874)"
1142891,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","305 UNION ST STATION INC","KITTERY","338 UNION ST","AKA 305 SMITH ST","BROOKLYN","NY",11231,788811,"02/04/2004","02/03/2014","01/31/2016",40.68160122,-73.99383288,"(40.68160122, -73.99383288)"
1274016,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","320 ATLANTIC RESTAURANT LLC","FRENCH LOUIE","320 ATLANTIC AVE","","BROOKLYN","NY",11201,856520,"02/03/2014","02/01/2016","01/31/2018",40.68817617,-73.98804982,"(40.68817617, -73.98804982)"
1196249,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","WARD 8 LLC","WEATHERUP & CO","589 VANDERBILT AVE","BERGEN & DEAN STREETS","BROOKLYN","NY",11238,856483,"01/25/2008","01/01/2016","12/31/2017",40.67996908,-73.96797037,"(40.67996908, -73.96797037)"
1274008,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","EXQUISITO RESTAURANT INC","","21-12A 36TH AVE","","LONG ISLAND CITY","NY",11106,856303,"11/06/2013","11/23/2015","10/31/2017",40.75975187,-73.93666368,"(40.75975187, -73.93666368)"
1249724,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","1497 3RD AVE","","NEW YORK","NY",10028,846783,"05/04/2011","05/12/2015","04/30/2017",40.77771809,-73.95468015,"(40.77771809, -73.95468015)"
1150325,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TRIBECA CINEMAS LLC","","13-17 LAIGHT ST","VARICK & LAIGHT STREETS","NEW YORK","NY",10013,803936,"06/21/2004","04/01/2014","03/31/2016",40.72180814,-74.00725225,"(40.72180814, -74.00725225)"
1196151,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","GALLO NERO W44TH INC","GALLO NERO","400 402 W 44TH ST","43RD & 45TH STS.","NEW YORK","NY",10036,855987,"01/25/2008","01/01/2016","12/31/2017",40.7597374,-73.99184178,"(40.7597374, -73.99184178)"
1273975,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","KB VENTURE GROUP LLC","LOVE & LUST","225 47TH ST","","BROOKLYN","NY",11220,854203,"10/30/2013","10/01/2015","09/30/2017",40.65041854,-74.01461898,"(40.65041854, -74.01461898)"
1273958,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","N & P CORP","THAI PEPPERCORN","1748 1750 1ST AVE","","NEW YORK","NY",10128,853994,"10/31/2013","10/01/2015","09/30/2017",40.7799117,-73.94714013,"(40.7799117, -73.94714013)"
1272798,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","WEST HOUSTON MACDOUGAL LLC","BAR VELOCE","146 W HOUSTON ST","","NEW YORK","NY",10012,851976,"09/23/2013","09/01/2015","08/31/2017",40.72804603,-74.00199628,"(40.72804603, -74.00199628)"
1150419,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","PER TAVERN CORP","THE KETTLE BLACK","8622 3RD AVE","86TH & 87TH STREETS","BROOKLYN","NY",11209,836819,"08/18/2004","08/01/2014","07/31/2016",40.62329993,-74.03120845,"(40.62329993, -74.03120845)"
1250501,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","KANE PRODUCTIONS INC","BISTRO SK","273 CITY ISLAND AVE","","BRONX","NY",10464,846974,"06/17/2011","06/01/2015","05/31/2017",40.8462336,-73.78619069,"(40.8462336, -73.78619069)"
1283442,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","OHNO INC","SAMURAI MAMA","205 GRAND ST","","BROOKLYN","NY",11211,831417,"04/09/2015","04/09/2015","03/31/2017",40.71421,-73.96003,"(40.71421, -73.96003)"
1131088,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","POLARIS YACHTS INC","FLATIRON LOUNGE","37 W 19TH ST","5TH & 6TH AVENUES","NEW YORK","NY",10011,848138,"04/30/2003","04/01/2015","03/31/2017",40.73962254,-73.99250204,"(40.73962254, -73.99250204)"
1273917,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","SID BOYS CORP","KELLOGG'S DINER","514 518 METROPOLITAN AVE","","BROOKLYN","NY",11211,830054,"02/06/2014","01/01/2016","12/31/2017",40.71404787,-73.95168834,"(40.71404787, -73.95168834)"
1273911,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MOSCOW 57 LLC","MOSCOW 57","168 1/2 DELANCEY ST","","NEW YORK","NY",10002,810327,"01/21/2014","01/21/2014","12/31/2015",40.71779801,-73.98542225,"(40.71779801, -73.98542225)"
1150498,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","G & G CAFE INC","MCKEOWN'S","1303 3RD AVENUE","74TH & 75TH STREETS","NEW YORK","NY",10021,835721,"06/29/2004","06/01/2014","05/31/2016",40.7714636,-73.95925186,"(40.7714636, -73.95925186)"
1273900,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","VSTRECHA NY INC","","9898 QUEENS BLV","","FOREST HILLS","NY",11374,854522,"11/19/2013","11/01/2015","10/31/2017",40.727159,-73.85499689,"(40.727159, -73.85499689)"
1244498,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","375 SOUTH END LLC","MERCHANTS RIVER HOUSE","375 SOUTH END AVE","","NEW YORK","NY",10280,837891,"09/01/2010","09/01/2014","08/31/2016",40.71114891,-74.01604555,"(40.71114891, -74.01604555)"
1249990,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","EASTVILLE COMEDY CLUB INC","","85 E 4TH STREET","","NEW YORK","NY",10003,841975,"01/25/2011","01/01/2015","12/31/2016",40.72651154,-73.9900631,"(40.72651154, -73.9900631)"
1273888,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","JERSEY BOYS LLC","TRE","173 LUDLOW ST","","NEW YORK","NY",10002,855142,"12/04/2013","12/01/2015","11/30/2017",40.72160282,-73.98756094,"(40.72160282, -73.98756094)"
1273881,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","PERRINE O NEIL LLC","AMERICAN CHEEZ","444 7TH AVE","","BROOKLYN","NY",11215,856410,"12/12/2013","12/01/2015","11/30/2017",40.66320936,-73.98464537,"(40.66320936, -73.98464537)"
1273879,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MAJA'S TAPAS RESTAURANT BAR INC","","229 DYCKMAN ST","","NEW YORK","NY",10034,810601,"02/05/2014","03/19/2014","02/28/2016",40.86586225,-73.92763784,"(40.86586225, -73.92763784)"
1273875,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","302 BROOME ART SPACE LLC","HAPPY ENDING","302 BROOME ST","UNIT 1A & 1B","NEW YORK","NY",10002,830697,"10/30/2014","10/30/2014","09/30/2016",40.71873954,-73.99227629,"(40.71873954, -73.99227629)"
1166954,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","35 CANAL CAFE LLC","CLANDESTINO CAFE & BAR","35 CANAL STREET","ESSEX &       LUDLOW","NEW YORK","NY",10002,855696,"01/13/2006","01/01/2016","12/31/2017",40.71464148,-73.99086916,"(40.71464148, -73.99086916)"
1150518,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","757 REST LLC","ROGUE RESTAURANT AND BAR","757 6TH AVENUE","CHELSEA TOWER 100TH W 26TH ST","NEW YORK","NY",10010,836124,"07/08/2004","07/01/2014","06/30/2016",40.74428306,-73.99186782,"(40.74428306, -73.99186782)"
1250002,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","EL MARIACHI CORP","","33 11 BROADWAY","","LONG ISLAND CITY","NY",11106,848918,"05/13/2011","05/01/2015","04/30/2017",40.7612267,-73.92365262,"(40.7612267, -73.92365262)"
1250029,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","POURITAL LTD","3 AND OUT","135 24 BOOTH MEMORIAL AVENUE","","FLUSHING","NY",11355,848136,"05/25/2011","05/01/2015","04/30/2017",40.74754959,-73.82966085,"(40.74754959, -73.82966085)"
1150574,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","BARCADE LLC","","388 UNION AVE","AINSLIE & POERS STREETS","BROOKLYN","NY",11211,837757,"10/12/2004","10/01/2014","09/30/2016",40.71201334,-73.95121476,"(40.71201334, -73.95121476)"
1250079,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","ALLEY POND HOUSE CORP","MIZUMI","231 10 NORTHERN BLVD","","LITTLE NECK","NY",11362,844692,"04/08/2011","04/01/2015","03/31/2017",40.76398969,-73.74854057,"(40.76398969, -73.74854057)"
1150580,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","IP TRADING LLC","CAVIAR RUSSE","538 MADISON AVE 2ND FLOOR","54TH AND 55TH STREETS","NEW YORK","NY",10022,836210,"07/01/2004","07/01/2014","06/30/2016",40.76062372,-73.97365028,"(40.76062372, -73.97365028)"
1285456,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","SILVER LOUNGE INC","SILVER LOUNGE","112-06 LIBERTY AVE","","RICHMOND HILL","NY",11419,832227,"09/10/2015","09/10/2015","08/31/2017",40.68505,-73.83017,"(40.68505, -73.83017)"
1195719,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","AKRAM RESTAURANT MANAGEMENT INC","DA GENNARO","129 MULBERRY ST","HESTER & GRAND","NEW YORK","NY",10013,854499,"11/02/2007","11/01/2015","10/31/2017",40.71819385,-73.99795991,"(40.71819385, -73.99795991)"
1283413,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","A SPICE LANE INC","A SPICE LANE","216 3RD AVE","","NEW YORK","NY",10003,831367,"04/01/2015","04/01/2015","03/31/2017",40.73624,-73.98534,"(40.73624, -73.98534)"
1273789,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","MIDNIGHT BAR & RESTAURANT LLC","HORUS GRILL","722 KINGS HWY","","BROOKLYN","NY",11223,854814,"10/22/2013","10/16/2015","09/30/2017",40.60621538,-73.96540183,"(40.60621538, -73.96540183)"
1243397,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","W13 PIZZA LLC","SOTTO 13","140 W 13TH ST","","NEW YORK","NY",10011,855139,"11/22/2011","11/01/2015","10/31/2017",40.73709763,-73.99851452,"(40.73709763, -73.99851452)"
1150649,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LEGENDARY NIGHT SPOTS INC","THE DUPLEX","59 61 CHRISTOPHER ST","CHRISTOPHER ST & 7TH AVE SOUTH","NEW YORK","NY",10014,835625,"06/01/2004","06/01/2014","05/31/2016",40.73373436,-74.0023191,"(40.73373436, -74.0023191)"
1273770,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","YS2 ENTERPRISES INC","CEO","154-05 NORTHERN BLVD","2ND FLOOR","FLUSHING","NY",11354,843336,"01/31/2014","02/01/2015","01/31/2017",40.7645589,-73.81059208,"(40.7645589, -73.81059208)"
1283364,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HARLEM DINE INC","LOFT 142","547 W 142ND ST","STORE 1","NEW YORK","NY",10031,831790,"05/29/2015","05/29/2015","04/30/2017",40.82403,-73.95056,"(40.82403, -73.95056)"
1273755,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","MIKECON LLC","KELLY RYAN'S","5790 MOSHOLU AVE","","BRONX","NY",10471,810337,"01/23/2014","01/23/2014","12/31/2015",40.90542131,-73.89766244,"(40.90542131, -73.89766244)"
1250274,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ELIZABETHS ON COLUMBUS LLC","ELIZABETHS","100 W 94TH ST","AKA 680 686 COLUMBUS AVE","NEW YORK","NY",10025,852752,"10/18/2011","10/01/2015","09/30/2017",40.79151652,-73.96852991,"(40.79151652, -73.96852991)"
1283387,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","GRAZIN TRIBECA LLC","GRAZIN","56 READE ST","","NEW YORK","NY",10007,831283,"03/16/2015","03/16/2015","02/28/2017",40.71504,-74.00654,"(40.71504, -74.00654)"
1150699,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","AFH ASSOCIATES LLC","SOLO","550 MADISON AVE","55TH AND 56TH STREETS","NEW YORK","NY",10022,836330,"07/15/2004","07/01/2014","06/30/2016",40.76103145,-73.97335275,"(40.76103145, -73.97335275)"
1142834,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SWEET HOSPITALITY GROUP","BILTMORE THEATRE","261 65 W 47TH ST","","NEW YORK","NY",10036,853523,"10/08/2003","10/01/2015","09/30/2017",40.76053882,-73.98663119,"(40.76053882, -73.98663119)"
1195498,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","BRANFRI CORP","PAMPAS ARGENTINAS","105 07 METROPOLITAN AVENUE","72ND AVENUE & 72ND ROAD","FOREST HILLS","NY",11375,788864,"03/18/2008","03/01/2014","02/29/2016",40.71007049,-73.848041,"(40.71007049, -73.848041)"
1150702,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CAFFE CENTRALE LLC","VIA QUADRONNO AND  BOTECA DEL VINO","5-7 EAST 59TH STREET","5TH AND MADISON AVES","NEW YORK","NY",10022,837974,"10/20/2004","10/01/2014","09/30/2016",40.76419151,-73.97272334,"(40.76419151, -73.97272334)"
1243629,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SAIGON MARKET LLC","","91 93 UNIVERSITY PLACE","","NEW YORK","NY",10003,842382,"12/06/2010","12/01/2014","11/30/2016",40.73360036,-73.99295471,"(40.73360036, -73.99295471)"
1195401,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","ST PANTES LLC","LAND & SEA RESTAURANT","5535 BROADWAY","KIMBERLY PLACE & BROADWAY","BRONX","NY",10462,854940,"11/20/2007","11/01/2015","10/31/2017",40.87782242,-73.90555292,"(40.87782242, -73.90555292)"
1273694,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","AUSTIN 88 LLC","BAREBURGER","71-49/51 AUSTIN ST","","FOREST HILLS","NY",11375,853165,"11/15/2013","11/01/2015","10/31/2017",40.71956361,-73.84276434,"(40.71956361, -73.84276434)"
1126550,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MACA REST CORP","FIRENZE RESTAURANT","1594 2ND AVENUE","82ND AND 83RD STREETS","NEW YORK","NY",10028,834668,"05/22/2002","05/01/2014","04/30/2016",40.77573611,-73.95320546,"(40.77573611, -73.95320546)"
1273685,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CONGEE VILLAGE INC","CONGEE VILLAGE RESTAURANT","100 ALLEN ST","","NEW YORK","NY",10002,855594,"01/09/2014","01/01/2016","12/31/2017",40.71856606,-73.99055567,"(40.71856606, -73.99055567)"
1273667,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","POK POK NY LLC","","117 COLUMBIA ST","","BROOKLYN","NY",11231,788920,"11/21/2013","03/01/2014","02/29/2016",40.68773109,-74.0013976,"(40.68773109, -74.0013976)"
1273655,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","694 ENTERPRISES INC","ROXY DINER","694 8TH AVE","","NEW YORK","NY",10036,855129,"11/04/2013","11/01/2015","10/31/2017",40.75837044,-73.98893848,"(40.75837044, -73.98893848)"
1273635,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MFM BRANDY LLC","COPPER AND OAK; COPPER & OAK","157 ALLEN ST","","NEW YORK","NY",10002,810785,"04/24/2014","04/24/2014","03/31/2016",40.7209122,-73.98962798,"(40.7209122, -73.98962798)"
1195268,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","JUST IN TIME RESTAURANT CORP","JUNO BROOKLYN","1264 MYRTLE AVENUE","","BROOKLYN","NY",11221,832449,"12/12/2008","10/29/2015","11/30/2016",40.69788528,-73.92664253,"(40.69788528, -73.92664253)"
1150767,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","704 LOS PRIMOS REST CORP","NUEVO PRIMO RESTAURANT","704 GRAND STREET","","BROOKLYN","NY",11211,811208,"07/21/2004","07/17/2014","06/30/2016",40.71152237,-73.94456142,"(40.71152237, -73.94456142)"
1222085,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","BTM APPLE LLC","APPLEBEE'S NEIGHBORHOOD GRILL & BAR","610 EXTERIOR STREET","","BRONX","NY",10451,847080,"08/07/2009","08/01/2015","07/31/2017",40.82114668,-73.93046268,"(40.82114668, -73.93046268)"
1273621,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","IVERSIONES DIVERSAS INC","ABU DHABI LOUNGE","151 NAGLE AVE","","NEW YORK","NY",10040,810389,"02/03/2014","02/03/2014","01/31/2016",40.86125687,-73.92567075,"(40.86125687, -73.92567075)"
1195219,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","1024 MORRIS TAVERN INC","DOYLES PUB","1024 MORRIS PARK AVE","PAULDING AVE & MORRIS PARK AVE","BRONX","NY",10461,835107,"05/15/2008","05/01/2014","04/30/2016",40.84843296,-73.85535776,"(40.84843296, -73.85535776)"
1107854,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","API RESTAURANT INC","AZALEA","1633 BROADWAY","AKA 224 W 51 ST","NEW YORK","NY",10019,837973,"10/01/2002","09/01/2014","08/31/2016",40.76151437,-73.98398825,"(40.76151437, -73.98398825)"
1150855,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","MLB RESTAURANT GROUP INC","LUCIANO'S","15 METROTECH CENTER S, GROUND","MYRTLE  METROTECH CNR FLBHAVES","BROOKLYN","NY",11201,835378,"06/23/2004","06/01/2014","05/31/2016",40.69316721,-73.9869371,"(40.69316721, -73.9869371)"
1250559,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","YANOOSE INC","","154 08 NORTHERN BLVD STE 1F-6","","FLUSHING","NY",11354,850906,"08/16/2011","08/01/2015","07/31/2017",40.76453895,-73.81093431,"(40.76453895, -73.81093431)"
1273558,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","EMERALD INN INC","","250 W 72ND ST","","NEW YORK","NY",10023,853712,"11/29/2013","11/01/2015","10/31/2017",40.7792577,-73.98319456,"(40.7792577, -73.98319456)"
1273554,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","FAT MERMAID LLC, THE","BAR SAN MIGUEL","307 SMITH ST","","BROOKLYN","NY",11231,854966,"11/26/2013","11/01/2015","10/31/2017",40.68154256,-73.99395783,"(40.68154256, -73.99395783)"
1285448,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SOSEB LLC","COCOTTE","110 THOMPSON ST","","NEW YORK","NY",10012,831931,"07/01/2015","07/01/2015","06/30/2017",40.72567,-74.00167,"(40.72567, -74.00167)"
1250601,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","GRAVY NEW YORK LLC","HARDINGS","32 E 21ST STREET","","NEW YORK","NY",10010,847946,"04/18/2011","04/01/2015","03/31/2017",40.73963741,-73.98921349,"(40.73963741, -73.98921349)"
1250613,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PSSP NY INC","SOFIA S LITTLE ITALY","143 MULBERRY STREET","","NEW YORK","NY",10013,831668,"04/26/2011","05/19/2015","03/31/2017",40.7187718,-73.99761746,"(40.7187718, -73.99761746)"
1285450,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","R & G 86 LLC","NUMERO 28","68 BERGEN ST","","BROOKLYN","NY",11201,832173,"08/31/2015","08/31/2015","07/31/2017",40.68682,-73.99083,"(40.68682, -73.99083)"
1273517,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","TFTP LLC","LEFT HAND PATH","89 WYCKOFF AVE","","BROOKLYN","NY",11237,810941,"05/23/2014","05/23/2014","04/30/2016",40.70501195,-73.92036819,"(40.70501195, -73.92036819)"
1250640,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","RHYTHMS OF CUBA LLC","SON CUBANO  NYC","544 W 27TH ST","","NEW YORK","NY",10001,833900,"01/13/2012","01/01/2014","12/31/2015",40.75079387,-74.00385165,"(40.75079387, -74.00385165)"
1285453,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"RICHMOND","TEAM EMPIRE CORP","AFTERNOONES RESTAURANT BAR","415 FOREST AVE","","STATEN ISLAND","NY",10301,831958,"07/07/2015","07/07/2015","06/30/2017",40.63091,-74.10323,"(40.63091, -74.10323)"
1151003,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","COCO 66 INC","","66-68 GREENPOINT AVE","FRANKLIN & MANHATTAN AVENUES","BROOKLYN","NY",11222,850037,"07/28/2005","07/01/2015","06/30/2017",40.72975256,-73.95828149,"(40.72975256, -73.95828149)"
1273473,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ATLAS HUGGED INCORPORATED","DURDEN","213 2ND AVE","","NEW YORK","NY",10003,854759,"11/08/2013","11/01/2015","10/31/2017",40.73167192,-73.98543936,"(40.73167192, -73.98543936)"
1273470,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","THE BRONX BAR AND GRILL LLC","","1 BRUCKNER BLVD","","BRONX","NY",10454,854904,"11/08/2013","11/01/2015","10/31/2017",40.80825702,-73.93061766,"(40.80825702, -73.93061766)"
1151022,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","VITO'S PIZZERIA & RESTAURANT INC","MAMA LINA'S","7835D SPRINGFIELD BLVD","UNION TPKE & 78TH AVENUE","BAYSIDE","NY",11364,836178,"07/08/2004","07/01/2014","06/30/2016",40.73716019,-73.7476325,"(40.73716019, -73.7476325)"
1250676,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","MESA AZTECA CORP","","91 WYCKOFF AVENUE","","BROOKLYN","NY",11237,848355,"05/16/2011","05/01/2015","04/30/2017",40.70500782,-73.92024652,"(40.70500782, -73.92024652)"
1179336,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SIXTH FLOOR RESTAURANT AT SFA & JOHN ALLAN'S FIFTH","AVE LLC DBA: JOHN ALLAN MEN'S GROOMING SERVICES","611 5TH AVENUE 7TH FLOOR","49TH & 50TH STREET","NEW YORK","NY",10022,850475,"07/31/2007","07/01/2015","06/30/2017",40.75787287,-73.97757997,"(40.75787287, -73.97757997)"
1250679,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LEXINGTON PROJECT MANAGERS LLC","LEXINGTON BRASS","517 LEXINGTON AVE","","NEW YORK","NY",10017,850693,"08/19/2011","08/01/2015","07/31/2017",40.75522698,-73.9731883,"(40.75522698, -73.9731883)"
1285435,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","WOLF GOTHAM LLC","WOLFGANGS STEAKHOUSE BOUTIQUE","16 E 46TH ST","","NEW YORK","NY",10017,831823,"06/04/2015","06/04/2015","05/31/2017",40.75537,-73.9781,"(40.75537, -73.9781)"
